电视剧综合,#genre#
睛彩青少-AVS,http://live.wqwqwq.sbs/rptv/G_MIGUJCQS.m3u8?license=gitv
咪咕全民热练,http://live.wqwqwq.sbs/itv/3000000020000031315.m3u8?cdn=FifastbLive
求索动物,http://live.wqwqwq.sbs/itv/6000000002000010046.m3u8?cdn=wasusyt
求索纪录,http://live.wqwqwq.sbs/itv/6000000002000032052.m3u8?cdn=wasusyt
求索科学,http://live.wqwqwq.sbs/itv/6000000002000032344.m3u8?cdn=wasusyt
求索生活,http://live.wqwqwq.sbs/itv/6000000002000003382.m3u8?cdn=wasusyt
NewTV,#genre#
NewTV-精品综合,http://live.wqwqwq.sbs/itv/1000000004000019008.m3u8?cdn=ystenlive
NewTV-精品大剧,http://live.wqwqwq.sbs/itv/1000000004000013968.m3u8?cdn=ystenlive
NewTV-精品纪录,http://live.wqwqwq.sbs/itv/1000000004000013730.m3u8?cdn=ystenlive
NewTV-精品体育,http://live.wqwqwq.sbs/itv/1000000004000014634.m3u8?cdn=ystenlive
NewTV-精品萌宠,http://live.wqwqwq.sbs/itv/1000000006000032328.m3u8?cdn=ystenlive
NewTV-爱情喜剧,http://live.wqwqwq.sbs/itv/2000000003000000010.m3u8?cdn=hnbblive
NewTV-超级电视剧,http://live.wqwqwq.sbs/itv/1000000006000268003.m3u8?cdn=ystenlive
NewTV-超级电影,http://live.wqwqwq.sbs/itv/1000000003000012426.m3u8?cdn=ystenlive
NewTV-超级体育,http://live.wqwqwq.sbs/itv/1000000001000009601.m3u8?cdn=ystenlive
NewTV-超级综艺,http://live.wqwqwq.sbs/itv/1000000006000268002.m3u8?cdn=ystenlive
NewTV-潮妈辣婆,http://live.wqwqwq.sbs/itv/2000000003000000018.m3u8?cdn=hnbblive
NewTV-东北热剧,http://live.wqwqwq.sbs/itv/1000000005000266013.m3u8?cdn=ystenlive
NewTV-动作电影,http://live.wqwqwq.sbs/itv/1000000004000018653.m3u8?cdn=ystenlive
NewTV-古装剧场,http://live.wqwqwq.sbs/itv/2000000003000000024.m3u8?cdn=hnbblive
NewTV-欢乐剧场,http://live.wqwqwq.sbs/itv/1000000005000266012.m3u8?cdn=ystenlive
NewTV-家庭剧场,http://live.wqwqwq.sbs/itv/1000000004000008284.m3u8?cdn=ystenlive
NewTV-金牌综艺,http://live.wqwqwq.sbs/itv/1000000004000026167.m3u8?cdn=ystenlive
NewTV-惊悚悬疑,http://live.wqwqwq.sbs/itv/1000000004000024282.m3u8?cdn=ystenlive
NewTV-军旅剧场,http://live.wqwqwq.sbs/itv/2000000003000000014.m3u8?cdn=hnbblive
NewTV-军事评论,http://live.wqwqwq.sbs/itv/2000000003000000022.m3u8?cdn=hnbblive
NewTV-魅力潇湘,http://live.wqwqwq.sbs/itv/1000000001000006197.m3u8?cdn=ystenlive
NewTV-明星大片,http://live.wqwqwq.sbs/itv/2000000003000000016.m3u8?cdn=hnbblive
NewTV-农业致富,http://live.wqwqwq.sbs/itv/2000000003000000003.m3u8?cdn=hnbblive
NewTV-武博世界,http://live.wqwqwq.sbs/itv/2000000003000000007.m3u8?cdn=hnbblive
NewTV-炫舞未来,http://live.wqwqwq.sbs/itv/1000000001000000515.m3u8?cdn=ystenlive
NewTV-怡伴健康,http://live.wqwqwq.sbs/itv/1000000005000266011.m3u8?cdn=ystenlive
NewTV-中国功夫,http://live.wqwqwq.sbs/itv/2000000003000000009.m3u8?cdn=hnbblive
NewTV-黑莓电影,http://live.wqwqwq.sbs/itv/1000000004000019624.m3u8?cdn=ystenlive
NewTV-黑莓动画,http://live.wqwqwq.sbs/itv/1000000004000021734.m3u8?cdn=ystenlive
NewTV-哒啵电竞,http://live.wqwqwq.sbs/itv/1000000006000032327.m3u8?cdn=ystenlive
NewTV-哒啵赛事,http://live.wqwqwq.sbs/itv/1000000001000003775.m3u8?cdn=ystenlive
SiTV,#genre#
SiTV-动漫秀场,http://live.wqwqwq.sbs/itv/5000000011000031113.m3u8?cdn=bestzb
SiTV-都市剧场,http://live.wqwqwq.sbs/itv/5000000011000031111.m3u8?cdn=bestzb
SiTV-法治天地,http://live.wqwqwq.sbs/itv/9001547084732463424.m3u8?cdn=bestzb
SiTV-欢笑剧场,http://live.wqwqwq.sbs/itv/5000000002000009455.m3u8?cdn=bestzb
SiTV-欢笑剧场-4K,http://live.wqwqwq.sbs/itv/5000000007000010001.m3u8?cdn=bestzb
SiTV-金色学堂,http://live.wqwqwq.sbs/itv/5000000010000026105.m3u8?cdn=bestzb
SiTV-劲爆体育,http://live.wqwqwq.sbs/itv/5000000002000029972.m3u8?cdn=bestzb
SiTV-乐游,http://live.wqwqwq.sbs/itv/5000000011000031112.m3u8?cdn=bestzb
SiTV-魅力足球,http://live.wqwqwq.sbs/itv/5000000011000031207.m3u8?cdn=bestzb
SiTV-七彩戏剧,http://live.wqwqwq.sbs/itv/5000000011000031116.m3u8?cdn=bestzb
SiTV-生活时尚,http://live.wqwqwq.sbs/itv/5000000002000019634.m3u8?cdn=bestzb
SiTV-游戏风云,http://live.wqwqwq.sbs/itv/5000000011000031114.m3u8?cdn=bestzb
iHOT,#genre#
iHOT-爱电竞,http://live.wqwqwq.sbs/itv/6000000006000230630.m3u8?cdn=wasusyt
iHOT-爱谍战,http://live.wqwqwq.sbs/itv/6000000006000070630.m3u8?cdn=wasusyt
iHOT-爱动漫,http://live.wqwqwq.sbs/itv/6000000006000280630.m3u8?cdn=wasusyt
iHOT-爱都市,http://live.wqwqwq.sbs/itv/6000000006000080630.m3u8?cdn=wasusyt
iHOT-爱怀旧,http://live.wqwqwq.sbs/itv/6000000006000260630.m3u8?cdn=wasusyt
iHOT-爱经典,http://live.wqwqwq.sbs/itv/6000000006000060630.m3u8?cdn=wasusyt
iHOT-爱科幻,http://live.wqwqwq.sbs/itv/6000000006000020630.m3u8?cdn=wasusyt
iHOT-爱科学,http://live.wqwqwq.sbs/itv/6000000006000160630.m3u8?cdn=wasusyt
iHOT-爱浪漫,http://live.wqwqwq.sbs/itv/6000000006000040630.m3u8?cdn=wasusyt
iHOT-爱历史,http://live.wqwqwq.sbs/itv/6000000006000150630.m3u8?cdn=wasusyt
iHOT-爱旅行,http://live.wqwqwq.sbs/itv/6000000006000250630.m3u8?cdn=wasusyt
iHOT-爱奇谈,http://live.wqwqwq.sbs/itv/6000000006000270630.m3u8?cdn=wasusyt
iHOT-爱青春,http://live.wqwqwq.sbs/itv/6000000006000100630.m3u8?cdn=wasusyt
iHOT-爱赛车,http://live.wqwqwq.sbs/itv/6000000006000240630.m3u8?cdn=wasusyt
iHOT-爱体育,http://live.wqwqwq.sbs/itv/6000000006000290630.m3u8?cdn=wasusyt
iHOT-爱玩具,http://live.wqwqwq.sbs/itv/6000000006000220630.m3u8?cdn=wasusyt
iHOT-爱喜剧,http://live.wqwqwq.sbs/itv/6000000006000010630.m3u8?cdn=wasusyt
iHOT-爱悬疑,http://live.wqwqwq.sbs/itv/6000000006000050630.m3u8?cdn=wasusyt
iHOT-爱幼教,http://live.wqwqwq.sbs/itv/6000000006000180630.m3u8?cdn=wasusyt
iHOT-爱院线,http://live.wqwqwq.sbs/itv/6000000006000030630.m3u8?cdn=wasusyt
咪咕视频,#genre#
咪咕视频_8M1080_咪视通-1,http://live.wqwqwq.sbs/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-2,http://live.wqwqwq.sbs/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-3,http://live.wqwqwq.sbs/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-4,http://live.wqwqwq.sbs/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-5,http://live.wqwqwq.sbs/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-6,http://live.wqwqwq.sbs/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-7,http://live.wqwqwq.sbs/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-8,http://live.wqwqwq.sbs/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-9,http://live.wqwqwq.sbs/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-10,http://live.wqwqwq.sbs/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-11,http://live.wqwqwq.sbs/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-12,http://live.wqwqwq.sbs/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-13,http://live.wqwqwq.sbs/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-14,http://live.wqwqwq.sbs/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-15,http://live.wqwqwq.sbs/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-16,http://live.wqwqwq.sbs/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-17,http://live.wqwqwq.sbs/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-18,http://live.wqwqwq.sbs/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-19,http://live.wqwqwq.sbs/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-20,http://live.wqwqwq.sbs/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-21,http://live.wqwqwq.sbs/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-22,http://live.wqwqwq.sbs/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-23,http://live.wqwqwq.sbs/itv/3000000020000011531.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-24,http://live.wqwqwq.sbs/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-25,http://live.wqwqwq.sbs/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-26,http://live.wqwqwq.sbs/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-27,http://live.wqwqwq.sbs/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-28,http://live.wqwqwq.sbs/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-29,http://live.wqwqwq.sbs/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-30,http://live.wqwqwq.sbs/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-31,http://live.wqwqwq.sbs/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-32,http://live.wqwqwq.sbs/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-33,http://live.wqwqwq.sbs/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-34,http://live.wqwqwq.sbs/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-35,http://live.wqwqwq.sbs/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-36,http://live.wqwqwq.sbs/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-37,http://live.wqwqwq.sbs/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-38,http://live.wqwqwq.sbs/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-39,http://live.wqwqwq.sbs/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-40,http://live.wqwqwq.sbs/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-41,http://live.wqwqwq.sbs/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-42,http://live.wqwqwq.sbs/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-43,http://live.wqwqwq.sbs/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-44,http://live.wqwqwq.sbs/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-45,http://live.wqwqwq.sbs/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪咕视频_8M1080_湖南bblive-1,http://live.wqwqwq.sbs/itv/2000000003000000060.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-2,http://live.wqwqwq.sbs/itv/2000000003000000061.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-3,http://live.wqwqwq.sbs/itv/2000000003000000062.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-4,http://live.wqwqwq.sbs/itv/2000000003000000063.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-5,http://live.wqwqwq.sbs/itv/2000000003000000064.m3u8?cdn=hnbblive
咪咕视频_8M1080_湖南bblive-6,http://live.wqwqwq.sbs/itv/2000000003000000065.m3u8?cdn=hnbblive
咪咕视频_8M1080_易视腾-1,http://live.wqwqwq.sbs/itv/1000000006000270001.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-2,http://live.wqwqwq.sbs/itv/1000000006000270002.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-3,http://live.wqwqwq.sbs/itv/1000000006000270003.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-4,http://live.wqwqwq.sbs/itv/1000000006000270004.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-5,http://live.wqwqwq.sbs/itv/1000000006000270005.m3u8?cdn=ystenlive
咪咕视频_8M1080_易视腾-6,http://live.wqwqwq.sbs/itv/1000000006000270006.m3u8?cdn=ystenlive

nezha,#genre#
cctv1-高码,http://tv.nezha.su:35455/gaoma/cctv1.m3u8
CCTV-1,http://tv.nezha.su:35455/itv/6000000001000029752.m3u8?cdn=FifastbLive




ysp,#genre#
CCTV-1app,video://https://yangshipin.cn/tv/home?pid=600001859
CCTV-1app,video://https://tv.cctv.com/live/cctv1/
CCTV-2app,video://https://yangshipin.cn/tv/home?pid=600001800
CCTV-2app,video://https://tv.cctv.com/live/cctv2/
CCTV-3app,video://https://tv.cctv.com/live/cctv3/
CCTV-3app,video://https://yangshipin.cn/tv/home?pid=600001801
CCTV-4app,video://https://yangshipin.cn/tv/home?pid=600001814
CCTV-4app,video://https://tv.cctv.com/live/cctv4/
CCTV-5app,video://https://yangshipin.cn/tv/home?pid=600001818
CCTV-5app,video://https://tv.cctv.com/live/cctv5/
CCTV-6app,video://https://yangshipin.cn/tv/home?pid=600108442
CCTV-6app,video://https://tv.cctv.com/live/cctv6/
CCTV-7app,video://https://yangshipin.cn/tv/home?pid=600004092
CCTV-7app,video://https://tv.cctv.com/live/cctv7/
CCTV-8app,video://https://yangshipin.cn/tv/home?pid=600001803
CCTV-8app,video://https://tv.cctv.com/live/cctv8/
CCTV-9app,video://https://yangshipin.cn/tv/home?pid=600004078
CCTV-9app,video://https://tv.cctv.com/live/cctvjilu/
CCTV-10app,video://https://yangshipin.cn/tv/home?pid=600001805
CCTV-10app,video://https://tv.cctv.com/live/cctv10/
CCTV-11app,video://https://yangshipin.cn/tv/home?pid=600001806
CCTV-11app,video://https://tv.cctv.com/live/cctv11/
CCTV-12app,video://https://yangshipin.cn/tv/home?pid=600001807
CCTV-12app,video://https://tv.cctv.com/live/cctv12/
CCTV-13app,video://https://yangshipin.cn/tv/home?pid=600001811
CCTV-13app,video://https://tv.cctv.com/live/cctv13/
CCTV-14app,video://https://yangshipin.cn/tv/home?pid=600001809
CCTV-14app,video://https://tv.cctv.com/live/cctvchild/
CCTV-15app,video://https://yangshipin.cn/tv/home?pid=600001815
CCTV-15app,video://https://tv.cctv.com/live/cctv15/
CCTV-16app,video://https://yangshipin.cn/tv/home?pid=600098637
CCTV-16app,video://https://tv.cctv.com/live/cctv16/
CCTV-17app,video://https://yangshipin.cn/tv/home?pid=600001810
CCTV-17app,video://https://tv.cctv.com/live/cctv17/
安徽卫视app,video://https://live1.ahtv.cn/ahws/playlist.m3u8?_upt=e94bdd8b1741333216
安徽卫视app,video://https://www.ahtv.cn/folder9000/folder20193?channelIndex=0
安徽卫视app,video://https://yangshipin.cn/tv/home?pid=600002532
北京卫视app,video://https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?time=1741326012&sign=5455a344dbf12aa662642a03615a3015
北京卫视app,video://https://yangshipin.cn/tv/home?pid=600002309
北京卫视app,video://https://www.brtn.cn/btv/btvsy_index
重庆卫视app,video://https://yangshipin.cn/tv/home?pid=600002531
东南卫视app,video://https://live1-fuyun.fjtv.net/dnpd/hd/live.m3u8?_upt=599be4f61741336017
东南卫视app,video://https://yangshipin.cn/tv/home?pid=600002484
东南卫视app,video://http://www.setv.fjtv.net/live/
东方卫视app,video://https://bp-cdn-ali.bestv.cn/enhance/bestvdfws_enhance.m3u8?auth_key=1741410005-c3e22aa7a9104d7b865ef543f83ac06d-0-7449623f6bc9af5faa07c6d71662a765
东方卫视app,video://https://yangshipin.cn/tv/home?pid=600002483
东方卫视app,video://https://live.kankanews.com/huikan/
甘肃卫视app,video://https://hls.gstv.com.cn/9hvng2/m96r7x.m3u8
甘肃卫视app,video://https://yangshipin.cn/tv/home?pid=600190408
甘肃卫视app,video://https://www.gstv.com.cn/zxc.jhtml
广西卫视app,video://https://hlscdn.liangtv.cn/live/0c4ef3a44b934cacb8b47121dfada66c/d7e04258157b480dae53883cc6f8123b.m3u8
广西卫视app,video://https://yangshipin.cn/tv/home?pid=600002509
广西卫视app,video://https://tv.gxtv.cn/channel/channelivePlay_e7a7ab7df9fe11e88bcfe41f13b60c62.html
广东卫视app,video://https://yangshipin.cn/tv/home?pid=600002485
广东卫视app,video://https://www.gdtv.cn/tvChannelDetail/43
贵州卫视app,video://https://9bwaz8y2.gzstv.com/live/CH01_lo.m3u8?txSecret=7f221d20d5949851b0b5140f0299e97f&txTime=67CA80E4
贵州卫视app,video://https://yangshipin.cn/tv/home?pid=600002490
贵州卫视app,video://https://www.gzstv.com/tv/ch01
湖南卫视app,video://https://yangshipin.cn/tv/home?pid=600002475
海南卫视app,video://https://livelyws.chinamcache.com/lyws/newzb02.m3u8?auth_key=1726280384-0-0-2d49871fcd872001aea079c68303991c
海南卫视app,video://https://yangshipin.cn/tv/home?pid=600002506
海南卫视app,video://http://tc.hnntv.cn/zb/28666112.shtml
河北卫视app,video://https://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=1741333220&k=bc96a28280bd50d55118ac2bca821057
河北卫视app,video://https://yangshipin.cn/tv/home?pid=600002493
河北卫视app,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=0
黑龙江卫视app,video://https://idclive.hljtv.com:4430/live/hljws_own.m3u8
黑龙江卫视app,video://https://yangshipin.cn/tv/home?pid=600002498
黑龙江卫视app,video://https://www.hljtv.com/live/
河南卫视app,video://http://tvcdn.stream3.hndt.com/tv/65c4a6d5017e1000b2b6ea2500000000_transios/playlist.m3u8?wsSecret=a801de0daef166c0828252ac79e761ca&wsTime=1741340408&wsSession=5bed1d3ca99c6d89180c8e0b-174132600971136&wsIPSercert=965199407363e75c3ccb566d6f002965&wsiphost=local&wsBindIP=1
河南卫视app,video://https://yangshipin.cn/tv/home?pid=600002525
河南卫视app,video://https://static.hntv.tv/kds/#/
湖北卫视app,video://https://yangshipin.cn/tv/home?pid=600002508
湖北卫视app,video://https://news.hbtv.com.cn/app/tv/431
吉林卫视app,video://https://hls.avap.jilintv.cn/zqvk7vpj/channel/0533b55e42354f4f802bdec78e26b571/index.m3u8?txSecret=024010157761c13affab00639f3c571c&txTime=67CABF0E
吉林卫视app,video://https://www.jlntv.cn/tv?id=104
吉林卫视app,video://https://yangshipin.cn/tv/home?pid=600190405
江苏卫视app,video://https://yangshipin.cn/tv/home?pid=600002521
江苏卫视app,video://https://live.jstv.com/
江西卫视app,video://https://yangshipin.cn/tv/home?pid=600002503
江西卫视app,video://https://www.jxntv.cn/live/#/jxtv1
辽宁卫视app,video://https://yangshipin.cn/tv/home?pid=600002505
内蒙古卫视app,video://https://livestream-bt.nmtv.cn/nmtv/3208526general.m3u8?txSecret=eb5a3102dd5406c7ffeddf560b024952&txTime=76B2F9A0
内蒙古卫视app,video://https://www.nmtv.cn/liveTv
内蒙古卫视app,video://https://yangshipin.cn/tv/home?pid=600190401
宁夏卫视app,video://https://yangshipin.cn/tv/home?pid=600190737
宁夏卫视app,video://http://www.nxtv.com.cn/tv/ws/
青海卫视app,video://https://stream.qhbtv.com/qhws/playlist.m3u8?_upt=75d2b1781741333221
青海卫视app,video://https://www.qhbtv.com/new_index/live/folder2646/
青海卫视app,video://https://yangshipin.cn/tv/home?pid=600190406
山东卫视app,video://https://clivealone302.iqilu.com/291/cf348386147f4f5da17e4b3bc937bb63/playlist.m3u8?auth=bc3554481b52c52bd2a24d9ee6df18a2×tamp=1741326022087
山东卫视app,video://https://yangshipin.cn/tv/home?pid=600002513
山东卫视app,video://https://v.iqilu.com/live/sdtv/index.html
山西卫视app,video://https://livehhhttps.sxrtv.com/lsdream/q8RVWgs/1000/h2sh8sV.m3u8
山西卫视app,video://https://www.sxrtv.com/tv/
山西卫视app,video://https://yangshipin.cn/tv/home?pid=600190407
陕西卫视app,video://http://stream.snrtv.com/sxbc-star-mrsDQX.m3u8
陕西卫视app,video://https://yangshipin.cn/tv/home?pid=600190400
陕西卫视app,video://http://www.sxtvs.com/sxtvs_sxws/index.html
四川卫视app,video://https://yangshipin.cn/tv/home?pid=600002516
四川卫视app,video://https://www.sctv.com/watchTV
天津卫视app,video://https://yangshipin.cn/tv/home?pid=600152137
西藏卫视app,video://https://tv.vtibet.cn/live/h701F9MpxzPDyE.m3u8?secret=6ea4bb959b5aadd6c0d2b40acf4863d3&time=67ca86b3
西藏卫视app,video://https://yangshipin.cn/tv/home?pid=600190403
西藏卫视app,video://https://www.vtibet.cn/html/CHAL1492477520535104/2021111212835975309/
新疆卫视app,video://https://slstplay.xjtvs.com.cn/xjtv1/xjtv1stream.m3u8?auth_key=1741329602-6-6-e852713c03a2600580deb9fdc80fd800&aliyun_uuid=fa36ac67-8f12-4c08-bc3c-427b4d57666b
新疆卫视app,video://https://www.xjtvs.com.cn/column/tv/434
新疆卫视app,video://https://yangshipin.cn/tv/home?pid=600152138
云南卫视app,video://https://www.yntv.cn/live.html
云南卫视app,video://https://yangshipin.cn/tv/home?pid=600190402
浙江卫视app,video://https://zwebl02.cztv.com/live/channel011080P.m3u8?auth_key=1741326023-quw8hrzej09bxqfiah7sittn5ntumaa2-0-3efa1d0014a4f9f863f8c06f3465eee7
浙江卫视app,video://https://yangshipin.cn/tv/home?pid=600002520
浙江卫视app,video://https://www.cztv.com/liveTV
